ItemID,ItemNumber,ItemName,Variation1Group,Variation1Description,Variation1Surcharge,Variation1SurchargeType,Variation1ItemNumberExtension,Variation2Group,Variation2Description,Variation2Surcharge,Variation2SurchargeType,Variation2ItemNumberExtension,Variation3Group,Variation3Description,Variation3Surcharge,Variation3SurchargeType,Variation3ItemNumberExtension
1138,SN-12,SN-12,,,,,,,,,,,,,,,
1139,SN-13,SN-13,,,,,,,,,,,,,,,
1140,SN-14,SN-14,,,,,,,,,,,,,,,
1141,SN-20,SN-20,,,,,,,,,,,,,,,
1142,CC-A-7,CC-A-7,,,,,,,,,,,,,,,
1143,CC-A-9,CC-A-9,,,,,,,,,,,,,,,
1144,2507,2507,,,,,,,,,,,,,,,
1145,98-ID,98-ID,,,,,,,,,,,,,,,
1146,91-ID,91-ID,,,,,,,,,,,,,,,
1147,CC-259,CC-259,,,,,,,,,,,,,,,
1148,PC-30 Deluxe,PC-30 Deluxe,,,,,,,,,,,,,,,
1149,NF CPA FOLDER-PRINT-Ver11PR,Nicky's CPA Folder 11 PRINTED,,,,,,,,,,,,,,,
1150,Ver II 6 Pack,Nicky's® VER II 6PK,,,,,,,,,,,,,,,
1152,Ver II 12 Pack,Nicky's® VER II 12PK,,,,,,,,,,,,,,,
1153,Ver II 24 Pack,Nicky's® VER II 24 PK,,,,,,,,,,,,,,,
1154,Ver II 36 Pack,Nicky's® VER II 36 PK,,,,,,,,,,,,,,,
1155,Ver II 48 Pack,Nicky's® VER II 48 PK,,,,,,,,,,,,,,,
1156,Ver II 96 Pack,Nicky's® VER II 96 PK,,,,,,,,,,,,,,,
1157,English Com 6 Pack,Nicky's® English Com 6 Pack,,,,,,,,,,,,,,,
1158,English Com 12 Pack,Nicky's® English Com 12 Pack,,,,,,,,,,,,,,,
1160,English Com 24 Pack,Nicky's® English Com 24 Pack,,,,,,,,,,,,,,,
1161,English Com 36 Pack,Nicky's® English Com 36 Pack,,,,,,,,,,,,,,,
1162,English Com 48 Pack,Nicky's® English Com 48 Pack,,,,,,,,,,,,,,,
1163,English Com 96 Pack,Nicky's® English Com 96 Pack,,,,,,,,,,,,,,,
1164,Spanish Com 6 Pack,Nicky's® Spanish Com 6 Pack,,,,,,,,,,,,,,,
1165,Spanish Com 12 Pack,Nicky's® Spanish Com 12 Pack,,,,,,,,,,,,,,,
1166,Spanish Com 24 Pack,Nicky's® Spanish Com 24 Pack,,,,,,,,,,,,,,,
1167,Spanish Com 36 Pack,Nicky's® Spanish Com 36 Pack,,,,,,,,,,,,,,,
1168,Spanish Com 48 Pack,Nicky's® Spanish Com 48 Pack,,,,,,,,,,,,,,,
1169,Spanish Com 96 Pack,Nicky's® Spanish Com 96 Pack,,,,,,,,,,,,,,,
1170,Homework 6 Pack,Nicky's® Homework 6 Pack,,,,,,,,,,,,,,,
1171,Homework 12 Pack,Nicky's® Homework 12 Pack,,,,,,,,,,,,,,,
1172,Homework 24 Pack,Nicky's® Homework 24 Pack,,,,,,,,,,,,,,,
1173,Homework 36 Pack,Nicky's® Homework 36 Pack,,,,,,,,,,,,,,,
1174,Homework 48 Pack,Nicky's® Homework 48 Pack,,,,,,,,,,,,,,,
1175,Homework 96 Pack,Nicky's® Homework 96 Pack,,,,,,,,,,,,,,,
1176,Class Work 6 Pack,Nicky's® Class Work 6 Pack,,,,,,,,,,,,,,,
1177,Class Work 12 Pack,Nicky's® Class Work 12 Pack,,,,,,,,,,,,,,,
1178,Class Work 24 Pack,Nicky's® Class Work 24 Pack,,,,,,,,,,,,,,,
1179,Class Work 36 Pack,Nicky's® Class Work 36 Pack,,,,,,,,,,,,,,,
1180,Class Work 48 Pack,Nicky's® Class Work 48 Pack,,,,,,,,,,,,,,,
1181,Class Work 96 Pack,Nicky's® Class Work 96 Pack,,,,,,,,,,,,,,,
1182,10in1 CMB1 Packs,Color COMBO 1 Packs,,,,,,,,,,,,,,,
1183,10in1 CMB2 Packs,Color COMBO 2 Packs,,,,,,,,,,,,,,,
1184,10in1 CMB3 Packs,Color COMBO 3 Packs,,,,,,,,,,,,,,,
1185,10in1 CMB4 Packs,Color COMBO 4 Packs,,,,,,,,,,,,,,,
1186,#8004-3PK,4 Pocket Nicky's® 3 Pack,,,,,,,,,,,,,,,
1189,#8004-6PK,4 Pocket Nicky's® 6Pack,,,,,,,,,,,,,,,
1190,#8004-9PK,4 Pocket Nicky's® 9Pack,,,,,,,,,,,,,,,
1191,#8004-12PK,4 Pocket Nicky's® 12Pack,,,,,,,,,,,,,,,
1194,#8004-25PK,4 Pocket Nicky's® 25Pack,,,,,,,,,,,,,,,
1195,#8004-50PK,4 Pocket Nicky's® 50Pack,,,,,,,,,,,,,,,
1196,#8006-3PK,6 Pocket Nicky's® 3 Pack,,,,,,,,,,,,,,,
1197,#8006-6PK,6 Pocket Nicky's® 6Pack,,,,,,,,,,,,,,,
1198,#8006-9PK,6 Pocket Nicky's® 9Pack,,,,,,,,,,,,,,,
1199,#8006-12PK,6 Pocket Nicky's® 12Pack,,,,,,,,,,,,,,,
1200,#8006-25PK,6 Pocket Nicky's® 25Pack,,,,,,,,,,,,,,,
1201,#8006-50PK,6 Pocket Nicky's® 50Pack,,,,,,,,,,,,,,,
1202,#8008-3PK,8 Pocket Nicky's® 3 Pack,,,,,,,,,,,,,,,
1203,#8008-6PK,8 Pocket Nicky's® 6Pack,,,,,,,,,,,,,,,
1204,#8008-9PK,8 Pocket Nicky's® 9Pack,,,,,,,,,,,,,,,
1205,#8008-12PK,8 Pocket Nicky's® 12Pack,,,,,,,,,,,,,,,
1206,#8008-25PK,8 Pocket Nicky's® 25Pack,,,,,,,,,,,,,,,
1207,#8008-50PK,8 Pocket Nicky's® 50Pack,,,,,,,,,,,,,,,
1209,NF Penmanship,Nicky's® Penmanship Folders,,,,,,,,,,,,,,,
1210,1,Nicky's® Version II,,,,,,,,,,,,,,,
1215,2,Nicky's® 4 Pocket Folder,,,,,,,,,,,,,,,
1217,3,Nicky's® 8 Pocket Folder,,,,,,,,,,,,,,,
1227,29,Nicky's® MINI-WALLET,,,,,,,,,,,,,,,
1231,25,Nicky's® Legal Size Document Holder,,,,,,,,,,,,,,,
1232,24,Nicky's® Trading Card Holder 5Pack,,,,,,,,,,,,,,,
1234,23,Nicky's® 4 Pocket All Purpose Sleeve,,,,,,,,,,,,,,,
1236,22,Nicky's® 6 Pocket Folder,,,,,,,,,,,,,,,
1238,21,Nicky's® Lottery Ticket Holders,,,,,,,,,,,,,,,
1239,20,Insurance Holder INS-30,,,,,,,,,,,,,,,
1240,19,Insurance Holder FS-20,,,,,,,,,,,,,,,
1241,18,Nicky's® 10-1 Folder,,,,,,,,,,,,,,,
1242,17,Nicky's® File and Find,,,,,,,,,,,,,,,
1243,16,Nicky's® Passport Protector,,,,,,,,,,,,,,,
1244,15,Nicky's® 2 Pocket All- Purpose Sleeve,,,,,,,,,,,,,,,
1246,13,Nick's® 5 Pocket All-Purpose Sleeve,,,,,,,,,,,,,,,
1248,12,Nicky’s® Penmanship Folder,,,,,,,,,,,,,,,
1249,11,Nicky's® Communicator,,,,,,,,,,,,,,,
1250,10,Nicky’s® Spanish Communicator,,,,,,,,,,,,,,,
1251,9,Nicky's® Homework Folder,,,,,,,,,,,,,,,
1252,8,Nicky's® Classwork Folder,,,,,,,,,,,,,,,
1253,7,Nicky's® Reading Team Folder,,,,,,,,,,,,,,,
1254,6,Nicky's® Subject Folders,,,,,,,,,,,,,,,
1256,4,Nicky's® CPA Version 10,,,,,,,,,,,,,,,
1257,5,Nicky's® CPA Version 11,,,,,,,,,,,,,,,
1258,,Nicky's®Frame It 8x10,,,,,,,,,,,,,,,
1259,,Nicky's®Frame It 5x7,,,,,,,,,,,,,,,
1260,,Nicky's®Frame It 4x6,,,,,,,,,,,,,,,
1261,,Nicky's®Frame It 3x5,,,,,,,,,,,,,,,
1262,Ver 10 Tax Folder 6 Pack,Nicky's® Ver 10 Tax Folder 6 Pack,,,,,,,,,,,,,,,
1263,Ver 10 Tax Folder 12 Pack,Nicky's® Ver 10 Tax Folder 12 Pack,,,,,,,,,,,,,,,
1264,Ver 10 Tax Folder 24 Pack,Nicky's® Ver 10 Tax Folder 24 Pack,,,,,,,,,,,,,,,
1265,Ver 10 Tax Folder 36 Pack,Nicky's® Ver 10 Tax Folder 36 Pack,,,,,,,,,,,,,,,
1266,Ver 10 Tax Folder 48 Pack,Nicky's® Ver 10 Tax Folder 48 Pack,,,,,,,,,,,,,,,
1267,Ver 10 Tax Folder 96 Pack,Nicky's® Ver 10 Tax Folder 96 Pack,,,,,,,,,,,,,,,
1268,Ver 11 Tax Folder 6 Pack,Nicky's® Ver 11 Tax Folder 6 Pack,,,,,,,,,,,,,,,
1269,Ver 11 Tax Folder 12 Pack,Nicky's® Ver 11 Tax Folder 12 Pack,,,,,,,,,,,,,,,
1270,Ver 11 Tax Folder 24 Pack,Nicky's® Ver 11 Tax Folder 24 Pack,,,,,,,,,,,,,,,
1271,Ver 11 Tax Folder 36 Pack,Nicky's® Ver 11 Tax Folder 36 Pack,,,,,,,,,,,,,,,
1272,Ver 11 Tax Folder 48 Pack,Nicky's® Ver 11 Tax Folder 48 Pack,,,,,,,,,,,,,,,
1273,Ver 11 Tax Folder 96 Pack,Nicky's® Ver 11 Tax Folder 96 Pack,,,,,,,,,,,,,,,
1274,NF Tab Folders 8078,Nicky's® Tab File Folders,,,,,,,,,,,,,,,
1275,#8004-INS,4 Pocket Nicky's® Folder Insurance Booklets,,,,,,,,,,,,,,,
1276,#8006-INS,6 Pocket Nicky's® Folder Insurance Booklets,,,,,,,,,,,,,,,
1277,#8008-INS,8 Pocket Nicky's® Folder Insurance Booklets,,,,,,,,,,,,,,,
1278,Auto Insurance Form Holder FS-20-2000,FS-20-2000,,,,,,,,,,,,,,,
1279,,Katie's® Folders 50 Pcs Minimum Total ,,,,,,,,,,,,,,,
